20120205_NYG@NE,4,11,38,NYG,NE,3,1,63,(11:38) (Run formation) E.Manning pass short right to V.Cruz to NYG 45 for 8 yards (K.Arrington).,15,17,2011
20120205_NYG@NE,4,10,57,NYG,NE,1,10,55,(10:57) (Run formation) E.Manning pass short left to M.Manningham to NE 43 for 12 yards (B.Spikes).,15,17,2011
20120205_NYG@NE,4,10,12,NYG,NE,1,10,43,(10:12) (Run formation) E.Manning pass short left to H.Nicks pushed ob at NE 38 for 5 yards (A.Molden).,15,17,2011
20120205_NYG@NE,4,9,41,NYG,NE,2,5,38,(9:41) (Run formation) E.Manning pass incomplete deep right to M.Manningham.,15,17,2011
20120205_NYG@NE,4,9,35,NYG,NE,3,5,38,(9:35) (Shotgun) PENALTY on NYG-K.Boothe False Start 5 yards enforced at NE 38 - No Play.,15,17,2011
20120205_NYG@NE,4,9,35,NYG,NE,3,10,43,(9:35) (Shotgun) E.Manning pass incomplete short right to M.Manningham (S.Moore).,15,17,2011
20120205_NYG@NE,4,9,31,NYG,NE,4,10,43,(9:31) S.Weatherford punts 35 yards to NE 8 Center-Z.DeOssie fair catch by W.Welker.,15,17,2011
20120205_NYG@NE,4,9,24,NE,NYG,1,10,92,(9:24) (Shotgun) T.Brady pass incomplete short middle to A.Hernandez [L.Joseph].,17,15,2011
20120205_NYG@NE,4,9,19,NE,NYG,2,10,92,(9:19) (Shotgun) T.Brady pass short right to W.Welker to NE 13 for 5 yards (J.Williams).,17,15,2011
20120205_NYG@NE,4,8,35,NE,NYG,3,5,87,(8:35) (Shotgun) T.Brady pass short right to D.Woodhead to NE 32 for 19 yards (D.Grant).,17,15,2011
20120205_NYG@NE,4,7,48,NE,NYG,1,10,68,(7:48) B.Green-Ellis left end to NE 35 for 3 yards (J.Pierre-Paul). NYG-A.Rolle was injured during the play. His return is Probable.,17,15,2011
20120205_NYG@NE,4,7,22,NE,NYG,2,7,65,(7:22) (Shotgun) W.Welker left end to NE 46 for 11 yards (K.Phillips).,17,15,2011
20120205_NYG@NE,4,6,36,NE,NYG,1,10,54,(6:36) D.Woodhead left tackle to NE 47 for 1 yard (J.Tuck).,17,15,2011
20120205_NYG@NE,4,6,5,NE,NYG,2,9,53,(6:05) (Shotgun) T.Brady pass short right to R.Gronkowski to NYG 47 for 6 yards (P.Amukamara).,17,15,2011
20120205_NYG@NE,4,5,22,NE,NYG,3,3,47,(5:22) (Shotgun) T.Brady pass short left to A.Hernandez to NYG 43 for 4 yards (M.Boley).,17,15,2011
20120205_NYG@NE,4,4,40,NE,NYG,1,10,43,(4:40) (Run formation) B.Green-Ellis up the middle to NYG 44 for -1 yards (C.Canty).,17,15,2011
20120205_NYG@NE,4,4,6,NE,NYG,2,11,44,(4:06) (Shotgun) T.Brady pass incomplete deep left to W.Welker.,17,15,2011
20120205_NYG@NE,4,4,0,NE,NYG,3,11,44,(4:00) T.Brady pass incomplete deep middle to D.Branch (C.Webster).,17,15,2011
20120205_NYG@NE,4,3,53,NE,NYG,4,11,44,(3:53) Z.Mesko punts 32 yards to NYG 12 Center-D.Aiken fair catch by W.Blackmon.,17,15,2011
